dates;spei01;prov
16/12/2009;1.1;HAGN
16/01/2010;-0.7;HAGN
15/02/2010;0.3;HAGN
16/03/2010;-0.5;HAGN
16/04/2010;-1.6;HAGN
16/05/2010;1.4;HAGN
16/06/2010;-0.4;HAGN
16/07/2010;-0.6;HAGN
16/08/2010;1.3;HAGN
16/09/2010;-0.2;HAGN
16/10/2010;-0.9;HAGN
16/11/2010;0.5;HAGN
16/12/2010;1.8;HAGN
16/01/2011;-0.1;HAGN
15/02/2011;-1.1;HAGN
16/03/2011;-1.2;HAGN
16/04/2011;-2.1;HAGN
16/05/2011;-1.9;HAGN
16/06/2011;0;HAGN
16/07/2011;1.1;HAGN
16/08/2011;0;HAGN
16/09/2011;-0.9;HAGN
16/10/2011;-0.3;HAGN
16/11/2011;-2.3;HAGN
16/12/2011;1.9;HAGN
16/01/2012;1.2;HAGN
15/02/2012;-1.1;HAGN
16/03/2012;-1.9;HAGN
16/04/2012;0.2;HAGN
16/05/2012;-0.2;HAGN
16/06/2012;0.6;HAGN
16/07/2012;-0.1;HAGN
16/08/2012;-0.9;HAGN
16/09/2012;-0.6;HAGN
16/10/2012;0.3;HAGN
16/11/2012;0.9;HAGN
16/12/2012;1.1;HAGN
16/01/2013;-0.5;HAGN
15/02/2013;1;HAGN
16/03/2013;-0.2;HAGN
16/04/2013;0.4;HAGN
16/05/2013;1.7;HAGN
16/06/2013;-0.3;HAGN
16/07/2013;-1.5;HAGN
16/08/2013;-0.7;HAGN
16/09/2013;0.6;HAGN
16/10/2013;1.1;HAGN
16/11/2013;0.7;HAGN
16/12/2013;-0.7;HAGN
16/01/2014;-0.2;HAGN
15/02/2014;-0.4;HAGN
16/03/2014;-2.1;HAGN
16/04/2014;-1.3;HAGN
16/05/2014;-0.2;HAGN
16/06/2014;-1.8;HAGN
16/07/2014;1.3;HAGN
16/08/2014;0.9;HAGN
16/09/2014;-0.4;HAGN
16/10/2014;0.3;HAGN
16/11/2014;0.1;HAGN
16/12/2014;-0.7;HAGN
16/01/2015;1.3;HAGN
15/02/2015;-0.9;HAGN
16/03/2015;-0.8;HAGN
16/04/2015;-0.6;HAGN
16/05/2015;0.5;HAGN
16/06/2015;-0.9;HAGN
16/07/2015;-1.7;HAGN
16/08/2015;-1.5;HAGN
16/09/2015;-0.7;HAGN
16/10/2015;-0.5;HAGN
16/11/2015;0.6;HAGN
16/12/2015;-1.6;HAGN
16/01/2016;1.4;HAGN
15/02/2016;0.9;HAGN
16/03/2016;0.1;HAGN
16/04/2016;0.9;HAGN
16/05/2016;0.6;HAGN
16/06/2016;1.5;HAGN
16/07/2016;-0.5;HAGN
16/08/2016;-1.3;HAGN
16/09/2016;-1.2;HAGN
16/10/2016;-0.2;HAGN
16/11/2016;0;HAGN
16/12/2016;-2.1;HAGN
16/01/2017;-0.3;HAGN
15/02/2017;-0.1;HAGN
16/03/2017;-0.6;HAGN
16/04/2017;-0.5;HAGN
16/05/2017;-0.1;HAGN
16/06/2017;-1.3;HAGN
16/07/2017;0;HAGN
16/08/2017;-0.2;HAGN
16/09/2017;0;HAGN
16/10/2017;-0.3;HAGN
16/11/2017;1.1;HAGN
16/12/2017;0.2;HAGN
16/01/2018;1.6;HAGN
15/02/2018;-0.5;HAGN
16/03/2018;0;HAGN
16/04/2018;-1.8;HAGN
16/05/2018;0.2;HAGN
16/06/2018;-1.4;HAGN
16/07/2018;-1.7;HAGN
16/08/2018;-1.3;HAGN
16/09/2018;-1;HAGN
16/10/2018;-1.4;HAGN
16/11/2018;-1.7;HAGN
16/12/2018;1.2;HAGN
16/01/2019;0.7;HAGN
15/02/2019;-1.5;HAGN
16/03/2019;-0.2;HAGN
16/04/2019;-0.7;HAGN
16/05/2019;1.2;HAGN
16/06/2019;-1.7;HAGN
16/07/2019;-1.4;HAGN
16/08/2019;-0.4;HAGN
16/09/2019;-0.9;HAGN
16/10/2019;0.5;HAGN
16/11/2019;-0.8;HAGN
16/12/2019;-0.1;HAGN
16/01/2020;-1.7;HAGN
15/02/2020;1.8;HAGN
16/03/2020;0;HAGN
16/04/2020;-2.1;HAGN
16/05/2020;-1.3;HAGN
16/06/2020;0.6;HAGN
16/07/2020;-1.5;HAGN
16/08/2020;-0.1;HAGN
16/09/2020;-1.3;HAGN
16/10/2020;0.4;HAGN
16/11/2020;-1.8;HAGN
16/12/2020;-0.2;HAGN
16/01/2021;1.4;HAGN
15/02/2021;-0.2;HAGN
16/03/2021;-0.5;HAGN
16/04/2021;-1;HAGN
16/05/2021;1.1;HAGN
16/06/2021;1.2;HAGN
16/07/2021;0.6;HAGN
16/08/2021;0.8;HAGN
16/09/2021;-1.5;HAGN
16/10/2021;-0.6;HAGN
16/11/2021;-1;HAGN
16/12/2021;0.4;HAGN
16/01/2022;-0.7;HAGN
15/02/2022;-0.6;HAGN
16/03/2022;-1.8;HAGN
16/04/2022;0.1;HAGN
16/05/2022;-1.6;HAGN
16/06/2022;-0.8;HAGN
16/07/2022;-1.9;HAGN
16/08/2022;-1.3;HAGN
16/09/2022;0.6;HAGN
16/10/2022;0.4;HAGN
16/11/2022;0.3;HAGN
16/12/2022;-0.3;HAGN
16/01/2023;-1.1;HAGN
15/02/2023;-0.8;HAGN
16/03/2023;0.7;HAGN
16/04/2023;0.4;HAGN
16/05/2023;-0.7;HAGN
16/06/2023;-2.3;HAGN
16/07/2023;-0.5;HAGN
16/08/2023;0.8;HAGN
16/09/2023;-2;HAGN
16/10/2023;0.1;HAGN
16/11/2023;1.8;HAGN
16/12/2023;0.8;HAGN
16/01/1901;-0.4;KUBR
15/02/1901;-0.3;KUBR
16/03/1901;1;KUBR
16/04/1901;0.9;KUBR
16/05/1901;-1.2;KUBR
16/06/1901;-0.2;KUBR
16/07/1901;-0.7;KUBR
16/08/1901;0.2;KUBR
16/09/1901;-0.2;KUBR
16/10/1901;0;KUBR
16/11/1901;0.1;KUBR
16/12/1901;0.8;KUBR
16/01/1902;-0.7;KUBR
15/02/1902;-0.1;KUBR
16/03/1902;1;KUBR
16/04/1902;0.4;KUBR
16/05/1902;0.6;KUBR
16/06/1902;0.6;KUBR
16/07/1902;0.3;KUBR
16/08/1902;0;KUBR
16/09/1902;-0.2;KUBR
16/10/1902;0.9;KUBR
16/11/1902;-1.6;KUBR
16/12/1902;1.4;KUBR
16/01/1903;-0.6;KUBR
15/02/1903;-0.6;KUBR
16/03/1903;-1.6;KUBR
16/04/1903;1.9;KUBR
16/05/1903;-0.4;KUBR
16/06/1903;0.2;KUBR
16/07/1903;1.1;KUBR
16/08/1903;0.5;KUBR
16/09/1903;-0.7;KUBR
16/10/1903;0.5;KUBR
16/11/1903;0.9;KUBR
16/12/1903;0.2;KUBR
16/01/1904;-1.3;KUBR
15/02/1904;0.2;KUBR
16/03/1904;-0.7;KUBR
16/04/1904;0.4;KUBR
16/05/1904;-0.3;KUBR
16/06/1904;-1.3;KUBR
16/07/1904;-1.7;KUBR
16/08/1904;-1.1;KUBR
16/09/1904;0.1;KUBR
16/10/1904;0.7;KUBR
16/11/1904;1.5;KUBR
16/12/1904;0.2;KUBR
16/01/1905;1;KUBR
15/02/1905;-0.4;KUBR
16/03/1905;-0.6;KUBR
16/04/1905;1.3;KUBR
16/05/1905;-0.1;KUBR
16/06/1905;-1;KUBR
16/07/1905;0.1;KUBR
16/08/1905;0.7;KUBR
16/09/1905;0.5;KUBR
16/10/1905;1.1;KUBR
16/11/1905;1.1;KUBR
16/12/1905;-1.1;KUBR
16/01/1906;-0.8;KUBR
15/02/1906;-0.8;KUBR
16/03/1906;1;KUBR
16/04/1906;-1.4;KUBR
16/05/1906;0.4;KUBR
16/06/1906;0.6;KUBR
16/07/1906;-0.4;KUBR
16/08/1906;0;KUBR
16/09/1906;1.8;KUBR
16/10/1906;-0.7;KUBR
16/11/1906;-0.9;KUBR
16/12/1906;1.1;KUBR
16/01/1907;0.8;KUBR
15/02/1907;0.6;KUBR
16/03/1907;1.4;KUBR
16/04/1907;0.7;KUBR
16/05/1907;-1.2;KUBR
16/06/1907;0.2;KUBR
16/07/1907;1.6;KUBR
16/08/1907;0;KUBR
16/09/1907;-0.2;KUBR
16/10/1907;-1.4;KUBR
16/11/1907;0;KUBR
16/12/1907;1.6;KUBR
16/01/1908;-0.6;KUBR
15/02/1908;0.9;KUBR
16/03/1908;1.1;KUBR
16/04/1908;1.3;KUBR
16/05/1908;0.8;KUBR
16/06/1908;-1.3;KUBR
16/07/1908;1;KUBR
16/08/1908;1.1;KUBR
16/09/1908;0.1;KUBR
16/10/1908;-1.3;KUBR
16/11/1908;-0.4;KUBR
16/12/1908;-0.8;KUBR
16/01/1909;-0.1;KUBR
15/02/1909;2;KUBR
16/03/1909;0.8;KUBR
16/04/1909;0;KUBR
16/05/1909;0.6;KUBR
16/06/1909;0.7;KUBR
16/07/1909;1.1;KUBR
16/08/1909;-0.4;KUBR
16/09/1909;0.3;KUBR
16/10/1909;-0.9;KUBR
16/11/1909;1.1;KUBR
16/12/1909;0.4;KUBR
16/01/1910;-0.9;KUBR
15/02/1910;-1.3;KUBR
16/03/1910;-0.8;KUBR
16/04/1910;-0.1;KUBR
16/05/1910;0.9;KUBR
16/06/1910;-0.2;KUBR
16/07/1910;0.9;KUBR
16/08/1910;1.1;KUBR
16/09/1910;1.8;KUBR
16/10/1910;-0.7;KUBR
16/11/1910;1.8;KUBR
16/12/1910;-0.7;KUBR
16/01/1911;0.7;KUBR
15/02/1911;1.5;KUBR
16/03/1911;-0.1;KUBR
16/04/1911;-0.3;KUBR
16/05/1911;0.5;KUBR
16/06/1911;-1.1;KUBR
16/07/1911;-1.7;KUBR
16/08/1911;-1.3;KUBR
16/09/1911;0.1;KUBR
16/10/1911;-0.6;KUBR
16/11/1911;-0.6;KUBR
16/12/1911;0.8;KUBR
16/01/1912;0.6;KUBR
15/02/1912;-0.4;KUBR
16/03/1912;-0.7;KUBR
16/04/1912;0.8;KUBR
16/05/1912;0.5;KUBR
16/06/1912;0.4;KUBR
16/07/1912;-0.9;KUBR
16/08/1912;1.6;KUBR
16/09/1912;1.4;KUBR
16/10/1912;0.9;KUBR
16/11/1912;0.6;KUBR
16/12/1912;-0.2;KUBR
16/01/1913;-0.6;KUBR
15/02/1913;-1.3;KUBR
16/03/1913;-1.1;KUBR
16/04/1913;0.1;KUBR
16/05/1913;0.4;KUBR
16/06/1913;0;KUBR
16/07/1913;0.9;KUBR
16/08/1913;1.4;KUBR
16/09/1913;0.2;KUBR
16/10/1913;-0.9;KUBR
16/11/1913;0.1;KUBR
16/12/1913;1.5;KUBR
16/01/1914;0.3;KUBR
15/02/1914;-1.8;KUBR
16/03/1914;0.9;KUBR
16/04/1914;-0.8;KUBR
16/05/1914;0.8;KUBR
16/06/1914;0.2;KUBR
16/07/1914;0.7;KUBR
16/08/1914;-1.1;KUBR
16/09/1914;1.2;KUBR
16/10/1914;0.6;KUBR
16/11/1914;-1.2;KUBR
16/12/1914;0;KUBR
16/01/1915;0.8;KUBR
15/02/1915;-0.9;KUBR
16/03/1915;1.3;KUBR
16/04/1915;0.9;KUBR
16/05/1915;-1.5;KUBR
16/06/1915;-1.5;KUBR
16/07/1915;0.3;KUBR
16/08/1915;1.4;KUBR
16/09/1915;1;KUBR
16/10/1915;1.1;KUBR
16/11/1915;0.4;KUBR
16/12/1915;-0.7;KUBR
16/01/1916;1.3;KUBR
15/02/1916;0.4;KUBR
16/03/1916;-0.5;KUBR
16/04/1916;0;KUBR
16/05/1916;-0.2;KUBR
16/06/1916;1.3;KUBR
16/07/1916;0.2;KUBR
16/08/1916;0.5;KUBR
16/09/1916;0.1;KUBR
16/10/1916;0.3;KUBR
16/11/1916;-0.8;KUBR
16/12/1916;0.1;KUBR
16/01/1917;1.6;KUBR
15/02/1917;0.3;KUBR
16/03/1917;1.6;KUBR
16/04/1917;1.9;KUBR
16/05/1917;-1.6;KUBR
16/06/1917;-2.4;KUBR
16/07/1917;-0.4;KUBR
16/08/1917;-0.2;KUBR
16/09/1917;-1.2;KUBR
16/10/1917;0.9;KUBR
16/11/1917;-0.1;KUBR
16/12/1917;0.6;KUBR
16/01/1918;-0.8;KUBR
15/02/1918;0;KUBR
16/03/1918;-1.3;KUBR
16/04/1918;-1.3;KUBR
16/05/1918;-1.7;KUBR
16/06/1918;0.7;KUBR
16/07/1918;1.1;KUBR
16/08/1918;1.2;KUBR
16/09/1918;-0.5;KUBR
16/10/1918;0.8;KUBR
16/11/1918;-0.6;KUBR
16/12/1918;0.9;KUBR
16/01/1919;-1;KUBR
15/02/1919;-1.2;KUBR
16/03/1919;0.7;KUBR
16/04/1919;0.9;KUBR
16/05/1919;0.5;KUBR
16/06/1919;0.3;KUBR
16/07/1919;0.9;KUBR
16/08/1919;-0.4;KUBR
16/09/1919;-0.9;KUBR
16/10/1919;1.2;KUBR
16/11/1919;1.6;KUBR
16/12/1919;0.6;KUBR
16/01/1920;0.8;KUBR
15/02/1920;-0.6;KUBR
16/03/1920;-0.8;KUBR
16/04/1920;-0.2;KUBR
16/05/1920;-0.1;KUBR
16/06/1920;0.3;KUBR
16/07/1920;0.4;KUBR
16/08/1920;0.8;KUBR
16/09/1920;0.2;KUBR
16/10/1920;-1.1;KUBR
16/11/1920;-1.3;KUBR
16/12/1920;0.1;KUBR
16/01/1921;0.7;KUBR
15/02/1921;0.5;KUBR
16/03/1921;-2;KUBR
16/04/1921;0.7;KUBR
16/05/1921;-0.6;KUBR
16/06/1921;0.1;KUBR
16/07/1921;-1.5;KUBR
16/08/1921;-0.9;KUBR
16/09/1921;-1;KUBR
16/10/1921;-0.3;KUBR
16/11/1921;0.5;KUBR
16/12/1921;0.9;KUBR
16/01/1922;1.7;KUBR
15/02/1922;-0.2;KUBR
16/03/1922;0.5;KUBR
16/04/1922;0.3;KUBR
16/05/1922;-1.2;KUBR
16/06/1922;-0.8;KUBR
16/07/1922;0.8;KUBR
16/08/1922;0.3;KUBR
16/09/1922;1.5;KUBR
16/10/1922;1.5;KUBR
16/11/1922;0.7;KUBR
16/12/1922;0;KUBR
16/01/1923;0.6;KUBR
15/02/1923;0.2;KUBR
16/03/1923;-1;KUBR
16/04/1923;0.7;KUBR
16/05/1923;-0.1;KUBR
16/06/1923;1.2;KUBR
16/07/1923;-0.9;KUBR
16/08/1923;-0.4;KUBR
16/09/1923;-0.4;KUBR
16/10/1923;1.2;KUBR
16/11/1923;0.1;KUBR
16/12/1923;0.5;KUBR
16/01/1924;-0.3;KUBR
15/02/1924;1.4;KUBR
16/03/1924;-0.2;KUBR
16/04/1924;1;KUBR
16/05/1924;0.3;KUBR
16/06/1924;0.1;KUBR
16/07/1924;0.2;KUBR
16/08/1924;0.3;KUBR
16/09/1924;0.8;KUBR
16/10/1924;-0.4;KUBR
16/11/1924;-0.1;KUBR
16/12/1924;-1;KUBR
16/01/1925;-0.7;KUBR
15/02/1925;-1.2;KUBR
16/03/1925;0.8;KUBR
16/04/1925;0.1;KUBR
16/05/1925;-0.9;KUBR
16/06/1925;1.4;KUBR
16/07/1925;0.2;KUBR
16/08/1925;1.7;KUBR
16/09/1925;0.9;KUBR
16/10/1925;-0.1;KUBR
16/11/1925;-0.3;KUBR
16/12/1925;0;KUBR
16/01/1926;0.4;KUBR
15/02/1926;-0.8;KUBR
16/03/1926;0.6;KUBR
16/04/1926;-0.9;KUBR
16/05/1926;0.7;KUBR
16/06/1926;2.4;KUBR
16/07/1926;1.2;KUBR
16/08/1926;0.6;KUBR
16/09/1926;-0.5;KUBR
16/10/1926;1.1;KUBR
16/11/1926;-1.3;KUBR
16/12/1926;0.2;KUBR
16/01/1927;0.8;KUBR
15/02/1927;-0.8;KUBR
16/03/1927;-0.1;KUBR
16/04/1927;2.1;KUBR
16/05/1927;-0.1;KUBR
16/06/1927;1.2;KUBR
16/07/1927;1.2;KUBR
16/08/1927;0.9;KUBR
16/09/1927;0.4;KUBR
16/10/1927;-0.7;KUBR
16/11/1927;0.9;KUBR
16/12/1927;-0.7;KUBR
16/01/1928;0.5;KUBR
15/02/1928;0.7;KUBR
16/03/1928;-0.3;KUBR
16/04/1928;0.5;KUBR
16/05/1928;1.5;KUBR
16/06/1928;-0.7;KUBR
16/07/1928;-1.7;KUBR
16/08/1928;0;KUBR
16/09/1928;-0.1;KUBR
16/10/1928;-0.4;KUBR
16/11/1928;0.4;KUBR
16/12/1928;0.8;KUBR
16/01/1929;1;KUBR
15/02/1929;0.2;KUBR
16/03/1929;-0.1;KUBR
16/04/1929;0.6;KUBR
16/05/1929;-0.1;KUBR
16/06/1929;0.2;KUBR
16/07/1929;-0.3;KUBR
16/08/1929;-0.5;KUBR
16/09/1929;-0.8;KUBR
16/10/1929;0.3;KUBR
16/11/1929;-0.5;KUBR
16/12/1929;-0.1;KUBR
16/01/1930;-1.1;KUBR
15/02/1930;-0.8;KUBR
16/03/1930;0.2;KUBR
16/04/1930;1.2;KUBR
16/05/1930;0.2;KUBR
16/06/1930;-2.1;KUBR
16/07/1930;0.6;KUBR
16/08/1930;1.2;KUBR
16/09/1930;1.2;KUBR
16/10/1930;1.4;KUBR
16/11/1930;0.7;KUBR
16/12/1930;-0.3;KUBR
16/01/1931;0.2;KUBR
15/02/1931;0.7;KUBR
16/03/1931;0;KUBR
16/04/1931;1.2;KUBR
16/05/1931;-1.1;KUBR
16/06/1931;0.4;KUBR
16/07/1931;0.6;KUBR
16/08/1931;1.2;KUBR
16/09/1931;2;KUBR
16/10/1931;0.2;KUBR
16/11/1931;-1.4;KUBR
16/12/1931;0;KUBR
16/01/1932;-0.5;KUBR
15/02/1932;0.2;KUBR
16/03/1932;-0.2;KUBR
16/04/1932;-0.2;KUBR
16/05/1932;0.8;KUBR
16/06/1932;-0.2;KUBR
16/07/1932;-0.2;KUBR
16/08/1932;-0.7;KUBR
16/09/1932;-0.5;KUBR
16/10/1932;0.5;KUBR
16/11/1932;-0.8;KUBR
16/12/1932;-1.4;KUBR
16/01/1933;0;KUBR
15/02/1933;0.9;KUBR
16/03/1933;-1.3;KUBR
16/04/1933;0.4;KUBR
16/05/1933;0.1;KUBR
16/06/1933;1.2;KUBR
16/07/1933;-0.1;KUBR
16/08/1933;-0.6;KUBR
16/09/1933;-0.1;KUBR
16/10/1933;0.3;KUBR
16/11/1933;0.5;KUBR
16/12/1933;-0.3;KUBR
16/01/1934;0;KUBR
15/02/1934;-0.1;KUBR
16/03/1934;-0.6;KUBR
16/04/1934;-1.1;KUBR
16/05/1934;-1.2;KUBR
16/06/1934;-0.6;KUBR
16/07/1934;0.1;KUBR
16/08/1934;0.6;KUBR
16/09/1934;-0.1;KUBR
16/10/1934;0.7;KUBR
16/11/1934;0.8;KUBR
16/12/1934;-0.4;KUBR
16/01/1935;-0.3;KUBR
15/02/1935;1.1;KUBR
16/03/1935;1.1;KUBR
16/04/1935;1.6;KUBR
16/05/1935;0.7;KUBR
16/06/1935;-1.2;KUBR
16/07/1935;-0.4;KUBR
16/08/1935;-0.4;KUBR
16/09/1935;0.2;KUBR
16/10/1935;1.5;KUBR
16/11/1935;-0.4;KUBR
16/12/1935;-0.4;KUBR
16/01/1936;-1.3;KUBR
15/02/1936;0.8;KUBR
16/03/1936;-1;KUBR
16/04/1936;0.5;KUBR
16/05/1936;0;KUBR
16/06/1936;-0.4;KUBR
16/07/1936;0.9;KUBR
16/08/1936;0.4;KUBR
16/09/1936;0.4;KUBR
16/10/1936;1.3;KUBR
16/11/1936;0.3;KUBR
16/12/1936;-0.2;KUBR
16/01/1937;0.3;KUBR
15/02/1937;0.5;KUBR
16/03/1937;1.4;KUBR
16/04/1937;1.4;KUBR
16/05/1937;-1.5;KUBR
16/06/1937;-0.4;KUBR
16/07/1937;0.2;KUBR
16/08/1937;0.7;KUBR
16/09/1937;0.9;KUBR
16/10/1937;-0.8;KUBR
16/11/1937;0.6;KUBR
16/12/1937;0.6;KUBR
16/01/1938;1.9;KUBR
15/02/1938;-0.8;KUBR
16/03/1938;-1;KUBR
16/04/1938;1.2;KUBR
16/05/1938;0.9;KUBR
16/06/1938;-1.1;KUBR
16/07/1938;0;KUBR
16/08/1938;1.3;KUBR
16/09/1938;0.5;KUBR
16/10/1938;0.7;KUBR
16/11/1938;-1;KUBR
16/12/1938;0.4;KUBR
16/01/1939;-0.3;KUBR
15/02/1939;-0.6;KUBR
16/03/1939;2;KUBR
16/04/1939;-1;KUBR
16/05/1939;1.9;KUBR
16/06/1939;-0.5;KUBR
16/07/1939;-0.1;KUBR
16/08/1939;-0.6;KUBR
16/09/1939;1;KUBR
16/10/1939;1.9;KUBR
16/11/1939;0.2;KUBR
16/12/1939;1;KUBR
16/01/1940;0.5;KUBR
15/02/1940;0.9;KUBR
16/03/1940;1.1;KUBR
16/04/1940;-0.9;KUBR
16/05/1940;1.2;KUBR
16/06/1940;-1;KUBR
16/07/1940;0.3;KUBR
16/08/1940;1;KUBR
16/09/1940;0.7;KUBR
16/10/1940;-0.1;KUBR
16/11/1940;0.9;KUBR
16/12/1940;0.5;KUBR
16/01/1941;1.5;KUBR
15/02/1941;0.3;KUBR
16/03/1941;0.8;KUBR
16/04/1941;2;KUBR
16/05/1941;1.6;KUBR
16/06/1941;0;KUBR
16/07/1941;0.7;KUBR
16/08/1941;1.2;KUBR
16/09/1941;-0.2;KUBR
16/10/1941;1.7;KUBR
16/11/1941;0.4;KUBR
16/12/1941;0.9;KUBR
16/01/1942;-0.9;KUBR
15/02/1942;-0.1;KUBR
16/03/1942;-0.1;KUBR
16/04/1942;0.1;KUBR
16/05/1942;0.4;KUBR
16/06/1942;-0.1;KUBR
16/07/1942;0.4;KUBR
16/08/1942;-1.5;KUBR
16/09/1942;-1.2;KUBR
16/10/1942;-0.2;KUBR
16/11/1942;0.2;KUBR
16/12/1942;-1.5;KUBR
16/01/1943;-0.3;KUBR
15/02/1943;-1.2;KUBR
16/03/1943;-1.6;KUBR
16/04/1943;-0.4;KUBR
16/05/1943;-0.9;KUBR
16/06/1943;1;KUBR
16/07/1943;-0.4;KUBR
16/08/1943;-0.7;KUBR
16/09/1943;0.1;KUBR
16/10/1943;-1.7;KUBR
16/11/1943;-0.1;KUBR
16/12/1943;-0.2;KUBR
16/01/1944;0.3;KUBR
15/02/1944;1.6;KUBR
16/03/1944;1.9;KUBR
16/04/1944;-0.4;KUBR
16/05/1944;-0.2;KUBR
16/06/1944;0.8;KUBR
16/07/1944;-0.3;KUBR
16/08/1944;-1.5;KUBR
16/09/1944;-0.7;KUBR
16/10/1944;1.1;KUBR
16/11/1944;1.5;KUBR
16/12/1944;0;KUBR
16/01/1945;0.8;KUBR
15/02/1945;0.8;KUBR
16/03/1945;-0.2;KUBR
16/04/1945;0.2;KUBR
16/05/1945;0.3;KUBR
16/06/1945;0.4;KUBR
16/07/1945;-0.2;KUBR
16/08/1945;1.5;KUBR
16/09/1945;0.1;KUBR
16/10/1945;-0.4;KUBR
16/11/1945;0.7;KUBR
16/12/1945;0.2;KUBR
16/01/1946;-0.7;KUBR
15/02/1946;2.2;KUBR
16/03/1946;-0.5;KUBR
16/04/1946;-1.4;KUBR
16/05/1946;-1.3;KUBR
16/06/1946;1.4;KUBR
16/07/1946;-0.5;KUBR
16/08/1946;0.4;KUBR
16/09/1946;-0.8;KUBR
16/10/1946;1;KUBR
16/11/1946;0.5;KUBR
16/12/1946;-0.3;KUBR
16/01/1947;0.3;KUBR
15/02/1947;2.2;KUBR
16/03/1947;1.4;KUBR
16/04/1947;-0.5;KUBR
16/05/1947;-1.9;KUBR
16/06/1947;-0.5;KUBR
16/07/1947;-0.5;KUBR
16/08/1947;0.3;KUBR
16/09/1947;-1.6;KUBR
16/10/1947;-1;KUBR
16/11/1947;1.7;KUBR
16/12/1947;2;KUBR
16/01/1948;1.7;KUBR
15/02/1948;1.9;KUBR
16/03/1948;-1;KUBR
16/04/1948;-1.2;KUBR
16/05/1948;0.1;KUBR
16/06/1948;0.5;KUBR
16/07/1948;0.4;KUBR
16/08/1948;0.9;KUBR
16/09/1948;-1;KUBR
16/10/1948;0.3;KUBR
16/11/1948;-1.3;KUBR
16/12/1948;-2;KUBR
16/01/1949;-1.1;KUBR
15/02/1949;-0.8;KUBR
16/03/1949;0.7;KUBR
16/04/1949;-0.4;KUBR
16/05/1949;0.4;KUBR
16/06/1949;1.1;KUBR
16/07/1949;-0.3;KUBR
16/08/1949;0;KUBR
16/09/1949;-0.8;KUBR
16/10/1949;-1.8;KUBR
16/11/1949;1.5;KUBR
16/12/1949;0.5;KUBR
16/01/1950;0.8;KUBR
15/02/1950;0.1;KUBR
16/03/1950;-1.4;KUBR
16/04/1950;1;KUBR
16/05/1950;-0.4;KUBR
16/06/1950;-1.3;KUBR
16/07/1950;-0.3;KUBR
16/08/1950;-0.5;KUBR
16/09/1950;1.2;KUBR
16/10/1950;0.6;KUBR
16/11/1950;0.7;KUBR
16/12/1950;0.3;KUBR
16/01/1951;-0.6;KUBR
15/02/1951;-0.7;KUBR
16/03/1951;1;KUBR
16/04/1951;-0.7;KUBR
16/05/1951;0.8;KUBR
16/06/1951;-0.7;KUBR
16/07/1951;-0.3;KUBR
16/08/1951;-0.2;KUBR
16/09/1951;-1.3;KUBR
16/10/1951;-1.7;KUBR
16/11/1951;0.7;KUBR
16/12/1951;-2.1;KUBR
16/01/1952;1.3;KUBR
15/02/1952;0.8;KUBR
16/03/1952;-0.3;KUBR
16/04/1952;-0.8;KUBR
16/05/1952;0.4;KUBR
16/06/1952;0.1;KUBR
16/07/1952;-1.5;KUBR
16/08/1952;-0.7;KUBR
16/09/1952;1.8;KUBR
16/10/1952;0.5;KUBR
16/11/1952;1.5;KUBR
16/12/1952;-0.6;KUBR
16/01/1953;1.7;KUBR
15/02/1953;-0.8;KUBR
16/03/1953;-1.5;KUBR
16/04/1953;-1.3;KUBR
16/05/1953;-0.8;KUBR
16/06/1953;-0.1;KUBR
16/07/1953;0.5;KUBR
16/08/1953;-1;KUBR
16/09/1953;-0.9;KUBR
16/10/1953;-1.5;KUBR
16/11/1953;-2;KUBR
16/12/1953;-2.1;KUBR
16/01/1954;-0.2;KUBR
15/02/1954;-0.6;KUBR
16/03/1954;-0.7;KUBR
16/04/1954;1.9;KUBR
16/05/1954;-0.1;KUBR
16/06/1954;-0.5;KUBR
16/07/1954;2;KUBR
16/08/1954;-1;KUBR
16/09/1954;-0.3;KUBR
16/10/1954;-0.6;KUBR
16/11/1954;-1;KUBR
16/12/1954;1.4;KUBR
16/01/1955;-0.1;KUBR
15/02/1955;0.4;KUBR
16/03/1955;-0.2;KUBR
16/04/1955;0.9;KUBR
16/05/1955;0.3;KUBR
16/06/1955;-0.2;KUBR
16/07/1955;1.4;KUBR
16/08/1955;0.2;KUBR
16/09/1955;0;KUBR
16/10/1955;-0.3;KUBR
16/11/1955;-0.8;KUBR
16/12/1955;0.9;KUBR
16/01/1956;-1.5;KUBR
15/02/1956;1.3;KUBR
16/03/1956;0;KUBR
16/04/1956;1.8;KUBR
16/05/1956;-1.3;KUBR
16/06/1956;1;KUBR
16/07/1956;0.1;KUBR
16/08/1956;0.8;KUBR
16/09/1956;-0.5;KUBR
16/10/1956;1.4;KUBR
16/11/1956;0.7;KUBR
16/12/1956;0.2;KUBR
16/01/1957;-0.8;KUBR
15/02/1957;0.7;KUBR
16/03/1957;-0.3;KUBR
16/04/1957;-0.5;KUBR
16/05/1957;-0.4;KUBR
16/06/1957;-1.3;KUBR
16/07/1957;1.8;KUBR
16/08/1957;0.2;KUBR
16/09/1957;1.4;KUBR
16/10/1957;-1.4;KUBR
16/11/1957;-1.6;KUBR
16/12/1957;0;KUBR
16/01/1958;-0.4;KUBR
15/02/1958;0.9;KUBR
16/03/1958;1.2;KUBR
16/04/1958;1;KUBR
16/05/1958;0.9;KUBR
16/06/1958;1.7;KUBR
